,Model,2019_04,2019_03,2019_02,2019_01,2018_12,2018_11,2018_10,2018_09,2018_08,2018_07,2018_06,2018_05,2018_04,2018_03,2018_02,2018_01,2017_12,2017_11,2017_10,2017_09,2017_08,2017_07,2017_06,2017_05,2017_04,2017_03,2017_02,2017_01,2016_12,2016_11,2016_10,2016_09,2016_08,2016_07,2016_06,2016_05,2016_04,2016_03,2016_02,2016_01,2015_12,2015_11,2015_10,2015_09,2015_08,2015_07,2015_06,2015_05,2015_04,2015_03,2015_02,2015_01,2014_12,2014_11,2014_10,2014_09,2014_08,2014_07,2014_06,2014_05,2014_04,2014_03,2014_02,2014_01,2013_12,2013_11,2013_10,2013_09,2013_08,2013_07,2013_06,2013_05,2013_04,2013_03,2013_02_YTD,2013_01,2012_12,2012_11,2012_10,2012_09,2012_08,2012_07,2012_06,2012_05,2012_04,2012_03,2012_02_YTD,2012_01,2011_12_error,2011_11,2011_10,2011_09,2011_08,2011_07,2011_06,2011_05,2011_04,2011_03,2011_02,2011_01
1695.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1696.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1697.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1698.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1699.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1700.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1701.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1702.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1703.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1704.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1705.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1706.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1707.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1708.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1709.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1710.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1711.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1712.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1713.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1714.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1715.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1716.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1717.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1718.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1719.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1720.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1721.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1722.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1723.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1724.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1725.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
1726.0,Ford Explorer,,21999,19554,20369,22293,20473,21935,21347,24035,22782,22361,22676,,23955,20860,17989,28566,24110,19421,21207,20747,21529,24285,25632,22864,23424,21696,17650,21857,19628,18597,19146,20980,19192,20356,21790,23546,24412,22389,16614,21667,16690,20723,20715,23671,23381,22549,22304,18844,23058,18613,17036,18464,16382,16496,15795,19391,19006,17290,22623,18479,19334,13924,12810.0,16907.0,14268.0,15288.0,14965.0,15637,14089,16597.0,18009.0,15440.0,18599,32598,,17244,14940,14220,14049,13863,11997,14625,15538,14086,13239,20406,,13872.0,12888.0,11987.0,11336.0,9901.0,9897.0,10422.0,13318.0,12593.0,12482.0,9657.0,7351.0
